Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ferntree Gully,42 Moira Av,3,t,636000,S,Stockdale,2018-02-24,24.8,3156,3,1,2,212,120,2002,Knox City Council,-37.87374,145.27058,Eastern Metropolitan,10788
Fitzroy North,353 Rae St,2,h,1362500,S,Nelson,2018-02-24,3.6,3068,2,1,2,180,78,1900,Moreland City Council,-37.78401,144.97982,Northern Metropolitan,6244
Flemington,22 Crown St,2,h,850000,VB,Jellis,2018-02-24,3.4,3031,2,1,2,157,157,1900,Melbourne City Council,-37.78659,144.92285,Northern Metropolitan,3593
Footscray,105 Eleanor St,3,h,945000,S,Jas,2018-02-24,5.1,3011,3,1,0,219,107,1900,Maribyrnong City Council,-37.79732,144.8848,Western Metropolitan,7570
Footscray,21 Stafford St,3,h,931000,SP,Jas,2018-02-24,5.1,3011,3,1,0,240,101,1930,Maribyrnong City Council,-37.79392,144.88418,Western Metropolitan,7570
Frankston,2A Olive Gr,2,h,600000,VB,hockingstuart,2018-02-24,38.0,3199,2,1,7,383,86,2008,Frankston City Council,-38.14529,145.12912,South-Eastern Metropolitan,17055
Frankston,52 Orwil St,3,h,600000,SP,Ash,2018-02-24,38.0,3199,3,1,1,641,120,1970,Frankston City Council,-38.1326,145.13343,South-Eastern Metropolitan,17055
Frankston South,31 Hoadley Av,3,h,820000,SA,hockingstuart,2018-02-24,38.0,3199,3,1,1,697,120,1970,Frankston City Council,-38.15969,145.11413,South-Eastern Metropolitan,7566
Gardenvale,28 Magnolia Rd,4,h,883000,S,McGrath,2018-02-24,7.2,3185,4,2,2,558,161,1925,Glen Eira City Council,-37.89871,145.01019,Southern Metropolitan,534
Gladstone Park,10 Byfield Cl,3,h,660000,SP,Barry,2018-02-24,12.9,3043,3,1,2,675,120,1970,Hume City Council,-37.68395,144.88921,Western Metropolitan,3285
Gladstone Park,9 Galway Gr,4,h,600000,PI,Brad,2018-02-24,12.9,3043,4,1,2,623,200,1970,Hume City Council,-37.68538,144.88787,Western Metropolitan,3285
Gladstone Park,5 Milton Pl,3,h,659000,S,YPA,2018-02-24,12.9,3043,3,2,1,547,120,1970,Hume City Council,-37.69394,144.90081,Western Metropolitan,3285
Gladstone Park,55 The Circuit,3,h,630000,SP,Barry,2018-02-24,12.9,3043,3,2,2,542,126,1984,Hume City Council,-37.70147,144.89095,Western Metropolitan,3285
Glen Iris,9 Aintree Rd,3,h,2300000,VB,hockingstuart,2018-02-24,7.3,3146,3,2,2,485,148,1910,Boroondara City Council,-37.85738,145.04337,Southern Metropolitan,10412
Glen Iris,25 Barina Rd,4,h,600000,S,RT,2018-02-24,7.3,3146,4,3,4,717,214,1960,Boroondara City Council,-37.85961,145.06721,Southern Metropolitan,10412
Glen Iris,11A Creswick St,3,h,1480000,S,Marshall,2018-02-24,7.3,3146,3,2,1,323,120,1970,Boroondara City Council,-37.85214,145.04333,Southern Metropolitan,10412
Glen Iris,34 Renwick St,5,h,600000,SP,Marshall,2018-02-24,7.3,3146,5,2,2,713,120,1930,Boroondara City Council,-37.85212,145.07149,Southern Metropolitan,10412
Glen Iris,22 Vears Rd,3,h,1633000,S,Jellis,2018-02-24,7.3,3146,3,2,3,604,143,1948,Boroondara City Council,-37.86019,145.08823,Southern Metropolitan,10412
Glen Waverley,594 Blackburn Rd,3,h,1045000,SP,Jellis,2018-02-24,16.7,3150,3,1,3,736,120,1970,Monash City Council,-37.89834,145.14378,Eastern Metropolitan,15321
Glen Waverley,58 Delmore Cr,3,h,1330000,S,JRW,2018-02-24,16.7,3150,3,1,1,651,133,1960,Monash City Council,-37.86361,145.15233,Eastern Metropolitan,15321
Glen Waverley,3 Garwain Pde,4,h,1280000,S,Fletchers,2018-02-24,16.7,3150,4,2,2,657,208,1970,Monash City Council,-37.8697,145.18103,Eastern Metropolitan,15321
Glen Waverley,1 Herald Ct,4,h,1250000,VB,Jellis,2018-02-24,16.7,3150,4,2,2,646,187,1970,Monash City Council,-37.87327,145.18531,Eastern Metropolitan,15321
Glen Waverley,24 Jordan Gr,3,h,1350000,S,Barry,2018-02-24,16.7,3150,3,1,1,718,120,1970,Monash City Council,-37.88768,145.16755,Eastern Metropolitan,15321
Glen Waverley,27 Kristen Cl,4,h,600000,PI,Harcourts,2018-02-24,16.7,3150,4,2,2,650,120,1970,Monash City Council,-37.87856,145.18733,Eastern Metropolitan,15321
Glen Waverley,4 Marcia Ct,3,h,1220000,S,Barry,2018-02-24,16.7,3150,3,2,2,916,120,1970,Monash City Council,-37.8931,145.1557,Eastern Metropolitan,15321
Glen Waverley,13 Marshall Wy,3,h,600000,S,Jellis,2018-02-24,16.7,3150,3,2,1,132,110,1999,Monash City Council,-37.89834,145.15004,Eastern Metropolitan,15321
Glen Waverley,7 Owens Av,4,h,600000,SN,Harcourts,2018-02-24,16.7,3150,4,2,1,653,120,1970,Monash City Council,-37.88989,145.15941,Eastern Metropolitan,15321
Glen Waverley,25 Tulloch Gr,5,h,1000000,VB,Harcourts,2018-02-24,16.7,3150,5,2,2,362,195,1990,Monash City Council,-37.89877,145.15125,Eastern Metropolitan,15321
Glenroy,92 Bindi St,3,h,629000,S,Raine,2018-02-24,11.2,3046,3,1,1,665,120,1950,Moreland City Council,-37.69523,144.92933,Northern Metropolitan,8870
Glenroy,14A Daley St,3,t,610000,S,Stockdale,2018-02-24,11.2,3046,3,2,2,157,120,1970,Moreland City Council,-37.6978,144.93562,Northern Metropolitan,8870
Glenroy,153 Melbourne Av,4,h,600000,PI,Stockdale,2018-02-24,11.2,3046,4,2,4,821,146,1958,Moreland City Council,-37.70295,144.92048,Northern Metropolitan,8870
Glenroy,19 Tarana Av,3,h,835000,S,Nelson,2018-02-24,11.2,3046,3,1,2,764,120,1970,Moreland City Council,-37.71189,144.90848,Northern Metropolitan,8870
Glenroy,53 Tarana Av,3,h,600000,PI,Nelson,2018-02-24,11.2,3046,3,1,1,433,120,1970,Moreland City Council,-37.7115,144.90519,Northern Metropolitan,8870
Glenroy,124 Widford St,2,h,600000,S,Barry,2018-02-24,11.2,3046,2,1,2,243,86,2005,Moreland City Council,-37.69618,144.92512,Northern Metropolitan,8870
Greensborough,14 Delta Rd,3,h,620000,PI,Darren,2018-02-24,16.1,3088,3,1,1,540,120,1970,Banyule City Council,-37.71747,145.09208,Northern Metropolitan,8524
Greensborough,9 Haliday Ct,4,h,922000,S,Jellis,2018-02-24,16.1,3088,4,2,2,914,180,1975,Banyule City Council,-37.69672,145.09791,Northern Metropolitan,8524
Greensborough,2 Warralong Av,3,h,775000,S,Darren,2018-02-24,16.1,3088,3,2,1,610,121,1970,Banyule City Council,-37.71686,145.09261,Northern Metropolitan,8524
Greenvale,102 Greenvale Dr,4,h,900000,SP,Raine,2018-02-24,20.4,3059,4,2,2,1134,324,1980,Hume City Council,-37.64221,144.8926,Northern Metropolitan,4864
Greenvale,3 Piccadilly Ct,3,h,740000,S,Jason,2018-02-24,20.4,3059,3,2,4,814,176,1990,Hume City Council,-37.65651,144.90259,Northern Metropolitan,4864
Greenvale,5 Simmington Cct,3,h,700000,SP,Stockdale,2018-02-24,20.4,3059,3,2,5,681,120,1970,Hume City Council,-37.64203,144.88852,Northern Metropolitan,4864
Hadfield,6 Knole St,3,h,750000,SP,D'Aprano,2018-02-24,11.2,3046,3,1,3,650,189,1950,Moreland City Council,-37.71498,144.95076,Northern Metropolitan,2606
Hadfield,35 Sutherland St,3,h,851000,SP,Barry,2018-02-24,11.2,3046,3,1,2,724,120,1970,Moreland City Council,-37.70716,144.94822,Northern Metropolitan,2606
Hampton,4 Avondale St,4,h,2990000,S,Marshall,2018-02-24,13.8,3188,4,2,2,688,120,1970,Bayside City Council,-37.92996,145.00283,Southern Metropolitan,5454
Hampton,20 Bridge St,4,h,600000,VB,Hodges,2018-02-24,13.8,3188,4,2,2,520,120,1970,Bayside City Council,-37.94496,145.00452,Southern Metropolitan,5454
Hampton,72 Earlsfield Rd,2,h,2220000,S,Buxton,2018-02-24,13.8,3188,2,1,1,856,120,1970,Bayside City Council,-37.93752,145.01618,Southern Metropolitan,5454
Hampton,88 Linacre Rd,3,h,1500000,VB,hockingstuart,2018-02-24,13.8,3188,3,2,1,416,120,1970,Bayside City Council,-37.94328,145.01072,Southern Metropolitan,5454
Hampton,22 May St,3,h,2440000,S,Marshall,2018-02-24,13.8,3188,3,2,1,752,233,1936,Bayside City Council,-37.93592,145.01187,Southern Metropolitan,5454
Hampton,31 Mills St,4,h,600000,S,Marshall,2018-02-24,13.8,3188,4,2,2,572,120,1970,Bayside City Council,-37.93577,145.00622,Southern Metropolitan,5454
Hampton,54 Mills St,4,h,600000,S,hockingstuart,2018-02-24,13.8,3188,4,3,3,621,303,1925,Bayside City Council,-37.93642,145.00828,Southern Metropolitan,5454
Hampton,10 Swyer St,3,t,1400000,VB,Buxton,2018-02-24,13.8,3188,3,2,1,341,120,1970,Bayside City Council,-37.94496,145.02111,Southern Metropolitan,5454
Hampton,10 Wales St,3,h,1615000,S,Charlton,2018-02-24,13.8,3188,3,2,2,340,183,2000,Bayside City Council,-37.9445,145.01609,Southern Metropolitan,5454
Hampton,18 Wave St,3,h,600000,S,Hodges,2018-02-24,13.8,3188,3,1,3,597,120,1970,Bayside City Council,-37.93823,145.00535,Southern Metropolitan,5454
Hawthorn,16 Belgrave St,3,h,1362500,S,Jellis,2018-02-24,5.3,3122,3,1,1,260,120,1970,Boroondara City Council,-37.82845,145.04085,Southern Metropolitan,11308
Hawthorn,20 Brook St,4,h,600000,S,Marshall,2018-02-24,5.3,3122,4,1,0,314,144,1910,Boroondara City Council,-37.81619,145.02184,Southern Metropolitan,11308
Hawthorn,29 Grove Rd,5,h,4630000,S,Marshall,2018-02-24,5.3,3122,5,3,2,613,160,2013,Boroondara City Council,-37.81457,145.02455,Southern Metropolitan,11308
Hawthorn,2A Hawthorn Gr,5,h,600000,SP,Marshall,2018-02-24,5.3,3122,5,3,2,1230,120,1970,Boroondara City Council,-37.81511,145.02781,Southern Metropolitan,11308
Hawthorn,53 Mason St,3,h,1660000,PI,Jellis,2018-02-24,5.3,3122,3,1,1,251,110,1890,Boroondara City Council,-37.81684,145.02068,Southern Metropolitan,11308
Hawthorn East,18 Bluff St,4,h,3950000,S,Marshall,2018-02-24,6.2,3123,4,3,3,851,333,1980,Boroondara City Council,-37.84437,145.04763,Southern Metropolitan,6482
Hawthorn East,1 Harts Pde,3,h,2900000,S,Marshall,2018-02-24,6.2,3123,3,1,2,609,120,1970,Boroondara City Council,-37.83175,145.04414,Southern Metropolitan,6482
Hawthorn East,23A Myrniong Gr,5,h,3789000,S,Woodards,2018-02-24,6.2,3123,5,2,2,688,120,1970,Boroondara City Council,-37.8395,145.0532,Southern Metropolitan,6482
Hawthorn East,182 Rathmines Rd,3,h,600000,S,Jellis,2018-02-24,6.2,3123,3,2,2,403,197,1890,Boroondara City Council,-37.82115,145.05524,Southern Metropolitan,6482
Hawthorn East,34 Roseberry St,3,h,1650000,VB,Fletchers,2018-02-24,6.2,3123,3,2,1,238,178,2000,Boroondara City Council,-37.82671,145.04786,Southern Metropolitan,6482
Hawthorn East,15 Westley St,3,h,1450000,VB,Marshall,2018-02-24,6.2,3123,3,1,2,268,95,1930,Boroondara City Council,-37.81875,145.05695,Southern Metropolitan,6482
Hawthorn East,9 Westley St,4,h,600000,S,Marshall,2018-02-24,6.2,3123,4,3,2,501,315,1940,Boroondara City Council,-37.81803,145.0571,Southern Metropolitan,6482
Heathmont,3 Lisgoold St,3,h,600000,PI,Philip,2018-02-24,21.3,3135,3,2,2,522,147,1950,Maroondah City Council,-37.82976,145.24387,Eastern Metropolitan,3794
Heidelberg,40 Bronte St,3,h,856000,S,Miles,2018-02-24,8.9,3084,3,1,1,368,120,1970,Banyule City Council,-37.74861,145.06151,Eastern Metropolitan,2890
Heidelberg,77 Buckingham Dr,3,h,1270000,S,Miles,2018-02-24,8.9,3084,3,2,2,668,120,1970,Banyule City Council,-37.74695,145.08365,Eastern Metropolitan,2890
Heidelberg Heights,50 Southern Rd,3,h,858000,S,Ray,2018-02-24,8.8,3081,3,2,2,681,200,1955,Banyule City Council,-37.7425,145.05316,Eastern Metropolitan,2947
Highett,52 Ashwood Av,3,t,870000,S,Buxton,2018-02-24,16.0,3190,3,1,2,238,137,1970,Bayside City Council,-37.94703,145.02513,Southern Metropolitan,4794
Highett,13 Cloyne St,3,h,1280000,PI,Buxton,2018-02-24,16.0,3190,3,1,1,643,103,1950,Bayside City Council,-37.95408,145.03569,Southern Metropolitan,4794
Highett,13 Henry St,3,h,1046000,S,Hodges,2018-02-24,16.0,3190,3,1,2,483,120,1970,Bayside City Council,-37.94726,145.04292,Southern Metropolitan,4794
Highett,38 Nicol St,4,h,1650000,SP,Buxton,2018-02-24,16.0,3190,4,2,2,589,158,1950,Bayside City Council,-37.94832,145.02815,Southern Metropolitan,4794
Highett,30 Rose St,3,h,1482000,S,hockingstuart,2018-02-24,16.0,3190,3,1,1,706,120,1970,Bayside City Council,-37.94948,145.03373,Southern Metropolitan,4794
Hillside,15 Ahmet Pl,3,h,605000,S,Barry,2018-02-24,18.0,3037,3,2,2,655,120,1995,Brimbank City Council,-37.69639,144.75227,Western Metropolitan,5556
Hillside,20 Bellevue Bvd,4,h,765000,S,Barry,2018-02-24,18.0,3037,4,2,2,760,201,1998,Brimbank City Council,-37.69011,144.7373,Western Metropolitan,5556
Hillside,74 Brindalee Wy,4,h,634000,SP,YPA,2018-02-24,18.0,3037,4,2,1,500,120,1970,Brimbank City Council,-37.70127,144.74953,Western Metropolitan,5556
Hillside,10 Castlewellan Bvd,6,h,950000,PI,Barry,2018-02-24,18.0,3037,6,3,3,2000,290,1995,Brimbank City Council,-37.69332,144.7305,Western Metropolitan,5556
Hillside,11 The Parks,4,h,840000,S,Barry,2018-02-24,18.0,3037,4,3,3,619,275,2011,Brimbank City Council,-37.69012,144.74385,Western Metropolitan,5556
Hoppers Crossing,9 Arundel Ct,3,h,470000,VB,Raine,2018-02-24,18.4,3029,3,1,4,589,95,1986,Wyndham City Council,-37.86588,144.70966,Western Metropolitan,13830
Hoppers Crossing,4 Branton Rd,3,h,625000,S,YPA,2018-02-24,18.4,3029,3,1,1,552,120,1980,Wyndham City Council,-37.87516,144.70114,Western Metropolitan,13830
Hoppers Crossing,11 Conifer Cl,4,h,631000,SP,Greg,2018-02-24,18.4,3029,4,2,2,657,120,1970,Wyndham City Council,-37.8602,144.71254,Western Metropolitan,13830
Hoppers Crossing,2 Talina Cl,3,h,520000,S,Barry,2018-02-24,18.4,3029,3,2,2,460,121,1990,Wyndham City Council,-37.87263,144.66732,Western Metropolitan,13830
Hughesdale,18 Swindon Rd,3,h,600000,SN,Watermark,2018-02-24,12.3,3166,3,2,2,525,140,1930,Monash City Council,-37.89714,145.08603,Southern Metropolitan,3145
Ivanhoe,122 Bond St,4,h,1836000,SP,Nelson,2018-02-24,7.8,3079,4,2,2,624,200,1955,Banyule City Council,-37.76154,145.03147,Eastern Metropolitan,5549
Ivanhoe,50 Magnolia Rd,3,h,1417500,S,Miles,2018-02-24,7.8,3079,3,1,2,647,164,1920,Banyule City Council,-37.7578,145.05034,Eastern Metropolitan,5549
Jacana,58 Emu Pde,3,h,600000,VB,YPA,2018-02-24,14.0,3047,3,1,2,601,120,1970,Hume City Council,-37.68845,144.90978,Northern Metropolitan,851
Jacana,18 Lichfield Av,4,h,600000,PI,Barry,2018-02-24,14.0,3047,4,1,1,600,120,1960,Hume City Council,-37.68725,144.91374,Northern Metropolitan,851
Kealba,8 Nebula Ct,4,h,600000,S,Barry,2018-02-24,14.0,3021,4,2,2,670,194,2009,Brimbank City Council,-37.73872,144.82938,Western Metropolitan,1202
Keilor,50 Campaspe Cr,4,h,780000,S,Nelson,2018-02-24,14.5,3036,4,2,3,545,120,1970,Brimbank City Council,-37.72075,144.82375,Western Metropolitan,2339
Keilor Downs,10 Varna Pl,3,h,660000,S,Brad,2018-02-24,15.5,3038,3,1,2,744,120,1970,Brimbank City Council,-37.72104,144.80801,Western Metropolitan,3656
Keilor East,92 Brees Rd,3,h,800000,VB,Nelson,2018-02-24,11.7,3033,3,2,1,341,134,2015,Brimbank City Council,-37.74442,144.87636,Western Metropolitan,5629
Keilor East,4 Cain Ct,4,h,600000,SP,Nelson,2018-02-24,11.7,3033,4,2,2,683,265,1980,Brimbank City Council,-37.75003,144.87261,Western Metropolitan,5629
Keilor East,8 Janet St,3,h,960000,PI,Nelson,2018-02-24,11.7,3033,3,2,2,647,120,1970,Brimbank City Council,-37.74752,144.87089,Western Metropolitan,5629
Keilor East,45 Prospect Dr,3,h,775000,S,Brad,2018-02-24,11.7,3033,3,2,2,577,120,1970,Brimbank City Council,-37.74912,144.85677,Western Metropolitan,5629
Keilor East,23 Woorigoleen Dr,3,h,735000,S,Barry,2018-02-24,11.7,3033,3,1,1,543,120,1970,Brimbank City Council,-37.73582,144.86163,Western Metropolitan,5629
Keilor Lodge,26 Truro Cr,3,h,653000,SP,YPA,2018-02-24,15.5,3038,3,2,2,625,153,2000,Brimbank City Council,-37.69924,144.79452,Western Metropolitan,570
Kensington,130 Bellair St,3,h,1394000,S,Nelson,2018-02-24,3.4,3031,3,1,2,232,124,1900,Melbourne City Council,-37.79243,144.92968,Northern Metropolitan,5263
Kensington,33 Epsom Rd,4,h,600000,S,Nelson,2018-02-24,3.4,3031,4,2,1,444,161,1900,Melbourne City Council,-37.79271,144.92608,Northern Metropolitan,5263
Kensington,21 The Ridgeway,3,h,1640000,S,Biggin,2018-02-24,3.4,3031,3,2,2,203,166,1900,Melbourne City Council,-37.79435,144.92591,Northern Metropolitan,5263
Kensington,2B Wight St,3,t,976000,S,Nelson,2018-02-24,3.4,3031,3,1,1,120,120,1970,Melbourne City Council,-37.79343,144.92935,Northern Metropolitan,5263
Kew,38 Denmark St,3,h,1350000,VB,Jellis,2018-02-24,5.4,3101,3,1,2,323,146,1910,Boroondara City Council,-37.81155,145.02845,Southern Metropolitan,10331
Kew,100 Edgevale Rd,3,h,600000,SP,Marshall,2018-02-24,5.4,3101,3,2,1,238,129,1900,Boroondara City Council,-37.81198,145.04317,Southern Metropolitan,10331
Kew,21 Fellows St,3,h,4650000,PI,Marshall,2018-02-24,5.4,3101,3,2,2,1332,120,1970,Boroondara City Council,-37.80011,145.02686,Southern Metropolitan,10331
Kew,21 Kent St,3,h,600000,S,Jellis,2018-02-24,5.4,3101,3,2,1,302,120,1970,Boroondara City Council,-37.80595,145.04021,Southern Metropolitan,10331
Kew,46 Mary St,3,h,600000,SN,Nelson,2018-02-24,5.4,3101,3,2,2,408,120,1970,Boroondara City Council,-37.80531,145.03837,Southern Metropolitan,10331
Kew,3 Mawson St,4,h,600000,S,Jellis,2018-02-24,5.4,3101,4,3,2,758,120,1920,Boroondara City Council,-37.81447,145.05745,Southern Metropolitan,10331
Kew,137 Mount St,2,h,600000,S,Marshall,2018-02-24,5.4,3101,2,2,2,253,120,1970,Boroondara City Council,-37.81592,145.05882,Southern Metropolitan,10331
Kew,81 Princess St,4,h,1660000,PI,Jellis,2018-02-24,5.4,3101,4,2,4,632,120,1970,Boroondara City Council,-37.80177,145.02958,Southern Metropolitan,10331
Kew,118 Walpole St,6,h,2905000,SP,Marshall,2018-02-24,5.4,3101,6,3,2,855,294,1920,Boroondara City Council,-37.79626,145.03362,Southern Metropolitan,10331
Kew East,165 Belford Rd,5,h,1850000,VB,Marshall,2018-02-24,7.3,3102,5,2,2,710,120,1970,Boroondara City Council,-37.78843,145.04865,Southern Metropolitan,2671
Kew East,50 Bennett Pde,3,h,1765000,PI,Jellis,2018-02-24,7.3,3102,3,1,2,581,120,1970,Boroondara City Council,-37.7965,145.06063,Southern Metropolitan,2671
Kew East,6 Cole Av,3,h,1580000,VB,Jellis,2018-02-24,7.3,3102,3,1,2,647,120,1970,Boroondara City Council,-37.79602,145.04291,Southern Metropolitan,2671
Kew East,16 Kitchener St,3,h,600000,SN,Nelson,2018-02-24,7.3,3102,3,2,1,689,120,1970,Boroondara City Council,-37.79675,145.0492,Southern Metropolitan,2671
Kew East,8 Ramsay Av,4,h,2930000,S,Marshall,2018-02-24,7.3,3102,4,2,4,650,304,2007,Boroondara City Council,-37.79693,145.04621,Southern Metropolitan,2671
Keysborough,105 Clarendon Dr,4,h,600000,S,Barry,2018-02-24,25.2,3173,4,2,2,448,207,2012,Greater Dandenong City Council,-38.00666,145.17872,South-Eastern Metropolitan,8459
Keysborough,29 The Panorama,5,h,600000,VB,Buxton,2018-02-24,25.2,3173,5,2,2,544,195,2007,Greater Dandenong City Council,-38.00332,145.15399,South-Eastern Metropolitan,8459
Kingsbury,55 The Fairway,4,h,830000,PI,Barry,2018-02-24,12.1,3083,4,2,2,464,120,1970,Darebin City Council,-37.71289,145.03408,Northern Metropolitan,1414
Kingsville,160 Queensville St,3,h,1196000,S,Village,2018-02-24,6.4,3012,3,1,0,273,120,1970,Maribyrnong City Council,-37.81111,144.88272,Western Metropolitan,1808
Knoxfield,40 Coromandel Cr,3,h,870000,PI,OBrien,2018-02-24,23.3,3180,3,1,1,989,120,1970,Knox City Council,-37.88827,145.25279,Eastern Metropolitan,2949
Knoxfield,31 Peppermint Gr,3,h,600000,PI,Barry,2018-02-24,23.3,3180,3,2,2,630,120,1970,Knox City Council,-37.87953,145.25538,Eastern Metropolitan,2949
Kooyong,2 Sutton St,4,h,2900000,PI,Kay,2018-02-24,5.9,3144,4,4,3,630,120,1970,Stonnington City Council,-37.84382,145.03643,Southern Metropolitan,394
Lalor,8 Buller Pde,5,h,600000,PI,HAR,2018-02-24,16.3,3075,5,3,3,554,235,1980,Whittlesea City Council,-37.66477,145.00208,Northern Metropolitan,8279
Lalor,19 Dallas Dr,3,h,590000,S,Ray,2018-02-24,16.3,3075,3,1,6,538,105,1981,Whittlesea City Council,-37.67324,145.04212,Northern Metropolitan,8279
Lalor,98 Messmate St,3,h,700000,S,Love,2018-02-24,16.3,3075,3,1,1,666,120,1970,Whittlesea City Council,-37.67542,145.02634,Northern Metropolitan,8279
Lalor,13 Padstum Av,3,h,600000,SN,Barry,2018-02-24,16.3,3075,3,2,2,531,120,1970,Whittlesea City Council,-37.66962,144.99152,Northern Metropolitan,8279
Lalor,5 Rosemary Dr,3,h,660500,S,Love,2018-02-24,16.3,3075,3,1,2,602,140,1970,Whittlesea City Council,-37.66044,145.00534,Northern Metropolitan,8279
Lower Plenty,10 Cheverton Rd,3,h,600000,S,Nelson,2018-02-24,14.6,3093,3,2,3,880,120,1970,Banyule City Council,-37.72713,145.11701,Eastern Metropolitan,1624
Lower Plenty,4 Keating Ct,5,h,1170000,S,Morrison,2018-02-24,14.6,3093,5,3,2,1025,120,1970,Banyule City Council,-37.72906,145.11955,Eastern Metropolitan,1624
Malvern,50 Horace St,4,h,2905000,S,Jellis,2018-02-24,5.9,3144,4,2,2,704,120,1970,Stonnington City Council,-37.86062,145.03984,Southern Metropolitan,4675
Malvern,1177 Malvern Rd,3,h,2025000,VB,Abercromby's,2018-02-24,5.9,3144,4,2,2,250,120,1970,Stonnington City Council,-37.85168,145.03181,Southern Metropolitan,4675
Malvern,54 Wheatland Rd,5,h,600000,S,Marshall,2018-02-24,5.9,3144,5,3,4,922,283,1910,Stonnington City Council,-37.86616,145.03809,Southern Metropolitan,4675
Malvern East,1 Ferncroft Av,3,h,2200000,VB,Marshall,2018-02-24,8.4,3145,3,2,2,735,224,1920,Stonnington City Council,-37.86652,145.0569,Southern Metropolitan,8801
Malvern East,2 Finch St,5,h,3680000,S,Marshall,2018-02-24,8.4,3145,5,3,2,807,120,1907,Stonnington City Council,-37.87479,145.0429,Southern Metropolitan,8801
Malvern East,67 Kerferd St,3,h,600000,S,Jellis,2018-02-24,8.4,3145,3,2,2,535,120,1970,Stonnington City Council,-37.86935,145.04581,Southern Metropolitan,8801
Malvern East,1948 Malvern Rd,4,h,600000,S,Marshall,2018-02-24,8.4,3145,4,2,4,734,175,1930,Stonnington City Council,-37.87582,145.0656,Southern Metropolitan,8801
Malvern East,76 Manning Rd,4,h,600000,S,Marshall,2018-02-24,8.4,3145,4,2,2,589,292,1920,Stonnington City Council,-37.87391,145.05562,Southern Metropolitan,8801
Malvern East,21 Nirvana Av,4,h,2200000,VB,Marshall,2018-02-24,8.4,3145,4,3,2,656,230,1960,Stonnington City Council,-37.88127,145.0637,Southern Metropolitan,8801
Malvern East,11 The Avenue,4,h,2425000,PI,Marshall,2018-02-24,8.4,3145,4,2,2,651,230,1920,Stonnington City Council,-37.87534,145.05488,Southern Metropolitan,8801
Malvern East,27 Turner St,2,h,1040000,S,Jellis,2018-02-24,8.4,3145,2,1,2,209,93,1960,Stonnington City Council,-37.87291,145.0451,Southern Metropolitan,8801
Malvern East,710 Waverley Rd,3,h,1250000,SP,Noel,2018-02-24,8.4,3145,3,1,3,555,133,1960,Stonnington City Council,-37.87874,145.08838,Southern Metropolitan,8801
Maribyrnong,13 Middle Rd,3,h,1425000,S,Nelson,2018-02-24,4.3,3032,3,1,2,869,120,1970,Maribyrnong City Council,-37.7682,144.893,Western Metropolitan,4918
McKinnon,74 Murray Rd,3,h,1755000,PI,Buxton,2018-02-24,11.4,3204,3,1,2,689,120,1970,Glen Eira City Council,-37.90833,145.04263,Southern Metropolitan,2397
Meadow Heights,1 Canadian Ct,3,h,563000,S,Barry,2018-02-24,17.4,3048,3,1,1,662,120,1970,Hume City Council,-37.65863,144.92207,Northern Metropolitan,4704
Meadow Heights,3a Coorong Ct,3,u,412000,S,HAR,2018-02-24,17.4,3048,3,1,6,335,120,1970,Hume City Council,-37.6428,144.92394,Northern Metropolitan,4704
Meadow Heights,103 Shankland Bvd,3,h,415000,S,FN,2018-02-24,17.4,3048,3,1,1,298,120,1970,Hume City Council,-37.64423,144.92637,Northern Metropolitan,4704
Melton,51 Church St,3,h,491000,S,hockingstuart,2018-02-24,31.7,3337,3,1,2,918,120,1970,Melton City Council,-37.6812,144.57941,Western Victoria,3600
Melton,11 Inez Ct,4,h,500000,SP,PRDNationwide,2018-02-24,31.7,3337,4,2,4,600,135,1975,Melton City Council,-37.68728,144.5794,Western Victoria,3600
Melton South,55 Exford Rd,1,h,600000,VB,FN,2018-02-24,29.8,3338,1,1,0,338,110,1930,Melton City Council,-37.70823,144.57382,Western Victoria,4718
Melton South,41 Monash St,3,h,330000,PI,YPA,2018-02-24,29.8,3338,3,2,1,603,120,1970,Melton City Council,-37.71088,144.57519,Western Victoria,4718
Melton South,16 Toolern St,3,h,1152000,S,Barry,2018-02-24,29.8,3338,3,1,4,2148,120,1970,Melton City Council,-37.70534,144.57709,Western Victoria,4718
Melton West,1 Kashmir Pl,3,h,371000,S,Reliance,2018-02-24,31.7,3337,3,1,2,665,102,1975,Melton City Council,-37.67239,144.5616,Northern Victoria,6065
Mentone,63 Albenca St,3,h,770000,PI,Buxton,2018-02-24,20.0,3194,3,1,1,454,128,1975,Kingston City Council,-37.97581,145.07468,South-Eastern Metropolitan,6162
Mentone,36 Beach Rd,3,t,2006000,S,Buxton,2018-02-24,20.0,3194,3,2,2,318,120,1970,Kingston City Council,-37.98567,145.05228,South-Eastern Metropolitan,6162
Mentone,13 Logan Ct,4,h,1155000,PI,Buxton,2018-02-24,20.0,3194,4,2,2,565,307,1985,Kingston City Council,-37.97861,145.07681,South-Eastern Metropolitan,6162
Menzies Creek,15 Church Rd,4,h,600000,SS,Kaye,2018-02-24,32.6,3159,4,1,2,4038,120,1970,Cardinia Shire Council,-37.91899,145.40189,Eastern Victoria,342
